x,age,workclass,education,marital-status,relationship,race,gender,hours-per-week,income
359,42,Private,HS-grad,Married-civ-spouse,Wife,White,Female,35,<=50K
360,26,Self-emp-not-inc,9th,Married-civ-spouse,Husband,White,Male,40,<=50K
361,36,Private,10th,Married-civ-spouse,Wife,White,Female,24,<=50K
362,62,Private,Masters,Married-civ-spouse,Husband,White,Male,40,>50K
363,43,Private,Bachelors,Married-civ-spouse,Husband,White,Male,45,<=50K
364,43,Private,Bachelors,Divorced,Not-in-family,White,Male,45,>50K
365,22,Private,HS-grad,Married-spouse-absent,Not-in-family,White,Male,55,<=50K
366,28,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
367,56,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,45,<=50K
368,22,Private,Assoc-acdm,Never-married,Not-in-family,White,Female,15,<=50K
369,57,Private,Bachelors,Divorced,Not-in-family,White,Female,45,>50K
370,39,Private,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
371,26,Federal-gov,Some-college,Never-married,Unmarried,White,Female,15,<=50K
372,17,Private,11th,Never-married,Own-child,White,Male,10,<=50K
373,40,State-gov,Assoc-voc,Married-civ-spouse,Husband,White,Male,38,>50K
374,45,Private,HS-grad,Married-civ-spouse,Husband,Black,Male,40,<=50K
375,44,Private,HS-grad,Never-married,Not-in-family,Black,Male,40,<=50K
376,20,Local-gov,Some-college,Never-married,Own-child,White,Female,10,<=50K
377,33,Private,HS-grad,Married-civ-spouse,Wife,White,Female,40,<=50K
378,23,Private,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
379,46,Self-emp-not-inc,Masters,Divorced,Not-in-family,White,Male,30,<=50K
380,38,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
381,54,Private,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
382,46,Private,5th-6th,Divorced,Not-in-family,White,Female,45,<=50K
383,25,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
384,46,Private,Some-college,Divorced,Not-in-family,White,Female,40,<=50K
385,36,Local-gov,Some-college,Married-civ-spouse,Wife,White,Female,40,<=50K
386,23,Private,HS-grad,Never-married,Not-in-family,White,Female,25,<=50K
387,29,Private,HS-grad,Separated,Not-in-family,White,Male,40,<=50K
388,44,Private,Some-college,Married-civ-spouse,Wife,White,Female,6,>50K
389,19,Private,Some-college,Never-married,Own-child,White,Female,16,<=50K
390,19,Private,HS-grad,Never-married,Other-relative,White,Female,40,<=50K
391,35,Private,HS-grad,Married-civ-spouse,Wife,White,Female,40,>50K
392,27,Private,Bachelors,Never-married,Not-in-family,White,Male,50,<=50K
393,46,Self-emp-not-inc,Assoc-acdm,Separated,Not-in-family,White,Male,40,<=50K
394,34,State-gov,Bachelors,Married-civ-spouse,Husband,White,Male,45,>50K
395,34,Private,HS-grad,Never-married,Not-in-family,White,Female,35,<=50K
396,44,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
397,45,Private,Some-college,Divorced,Unmarried,White,Female,40,<=50K
398,20,?,HS-grad,Never-married,Other-relative,White,Female,35,<=50K
399,25,Private,Bachelors,Married-civ-spouse,Husband,White,Male,55,>50K
400,52,Self-emp-inc,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
401,20,Private,Some-college,Never-married,Own-child,White,Male,40,<=50K
402,28,Private,Some-college,Never-married,Not-in-family,White,Female,40,<=50K
403,50,State-gov,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
404,34,Private,Assoc-voc,Divorced,Not-in-family,White,Female,64,<=50K
405,28,Private,7th-8th,Married-civ-spouse,Husband,Other,Male,40,<=50K
406,41,Private,Masters,Married-civ-spouse,Husband,White,Male,65,>50K
407,28,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
408,46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,25,<=50K
409,28,?,Some-college,Married-civ-spouse,Wife,White,Female,40,>50K
410,32,Private,Some-college,Married-civ-spouse,Husband,White,Male,50,<=50K
411,41,Local-gov,Some-college,Divorced,Not-in-family,Black,Female,24,<=50K
412,24,Private,HS-grad,Never-married,Unmarried,Black,Female,40,<=50K
413,33,Private,Some-college,Divorced,Unmarried,White,Female,40,<=50K
414,46,Private,Doctorate,Married-civ-spouse,Husband,White,Male,60,>50K
415,31,State-gov,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
416,35,Private,12th,Divorced,Not-in-family,White,Male,50,>50K
417,52,Private,1st-4th,Married-civ-spouse,Husband,White,Male,40,<=50K
418,30,Private,11th,Never-married,Own-child,White,Female,19,<=50K
419,34,Local-gov,11th,Separated,Not-in-family,Black,Male,40,<=50K
420,34,State-gov,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
421,20,Private,Some-college,Married-civ-spouse,Husband,White,Male,30,<=50K
422,17,Private,11th,Never-married,Own-child,White,Male,18,<=50K
423,32,State-gov,Bachelors,Married-civ-spouse,Wife,White,Female,40,>50K
424,29,Private,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
425,33,Private,10th,Never-married,Unmarried,White,Female,35,<=50K
426,25,Private,HS-grad,Married-civ-spouse,Husband,White,Male,60,<=50K
427,36,Federal-gov,Masters,Never-married,Not-in-family,White,Male,40,<=50K
428,23,Private,HS-grad,Never-married,Not-in-family,White,Male,72,<=50K
429,63,Self-emp-inc,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
430,47,Local-gov,Masters,Married-civ-spouse,Husband,White,Male,40,<=50K
431,80,?,HS-grad,Widowed,Not-in-family,White,Male,24,<=50K
432,17,?,11th,Never-married,Own-child,White,Male,40,<=50K
433,40,Self-emp-not-inc,Bachelors,Married-spouse-absent,Not-in-family,White,Female,40,<=50K
434,30,Private,Assoc-acdm,Married-civ-spouse,Wife,White,Female,25,>50K
435,27,Private,Some-college,Never-married,Own-child,Asian-Pac-Islander,Male,40,<=50K
436,33,Private,Masters,Married-civ-spouse,Husband,White,Male,50,>50K
437,34,Local-gov,HS-grad,Never-married,Not-in-family,Black,Male,60,<=50K
438,34,Local-gov,Some-college,Never-married,Not-in-family,White,Female,40,<=50K
439,23,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
440,42,Local-gov,Some-college,Married-civ-spouse,Wife,White,Female,40,<=50K
441,29,Private,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
442,45,Private,HS-grad,Divorced,Not-in-family,White,Female,28,<=50K
443,24,Federal-gov,HS-grad,Never-married,Own-child,White,Male,40,<=50K
444,44,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
445,27,Private,9th,Never-married,Other-relative,White,Male,40,<=50K
446,20,Private,Some-college,Never-married,Not-in-family,White,Male,35,<=50K
447,44,Private,HS-grad,Widowed,Unmarried,Black,Female,40,<=50K
448,51,Private,HS-grad,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,40,<=50K
449,20,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
450,17,?,11th,Never-married,Own-child,White,Female,5,<=50K
451,19,Private,HS-grad,Never-married,Own-child,Black,Female,40,<=50K
452,45,Self-emp-inc,Some-college,Married-civ-spouse,Husband,White,Male,55,>50K
453,60,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
454,42,Private,Assoc-acdm,Married-civ-spouse,Husband,Black,Male,40,>50K
455,44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Wife,White,Female,40,>50K
456,40,Private,Assoc-voc,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,>50K
457,30,Private,HS-grad,Married-civ-spouse,Wife,White,Female,40,<=50K
458,38,Private,Some-college,Married-civ-spouse,Husband,Black,Male,50,<=50K
459,23,Private,HS-grad,Married-civ-spouse,Husband,White,Male,60,<=50K
460,32,?,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
461,44,Private,Assoc-acdm,Never-married,Own-child,White,Male,40,<=50K
462,54,Local-gov,HS-grad,Married-civ-spouse,Husband,Black,Male,40,<=50K
463,32,Private,Bachelors,Married-civ-spouse,Husband,White,Male,50,<=50K
464,50,Private,1st-4th,Married-spouse-absent,Unmarried,White,Male,40,<=50K
465,24,Private,Bachelors,Never-married,Not-in-family,White,Female,20,<=50K
466,37,Private,HS-grad,Married-civ-spouse,Wife,White,Female,60,<=50K
467,52,Private,HS-grad,Divorced,Unmarried,White,Male,40,<=50K
468,38,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
469,49,Private,Masters,Married-civ-spouse,Husband,White,Male,45,>50K
470,30,Private,Bachelors,Married-civ-spouse,Wife,White,Female,16,>50K
471,60,Private,Some-college,Never-married,Unmarried,White,Male,40,>50K
472,22,?,Some-college,Never-married,Own-child,White,Male,40,<=50K
473,35,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
474,30,Private,HS-grad,Never-married,Not-in-family,White,Male,60,<=50K
475,67,Private,Assoc-voc,Divorced,Not-in-family,White,Female,24,<=50K
476,46,Private,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
477,17,Private,9th,Never-married,Not-in-family,White,Male,6,<=50K
478,22,Private,Some-college,Never-married,Own-child,White,Male,30,<=50K
479,27,Private,10th,Never-married,Not-in-family,White,Male,40,<=50K
480,23,Private,HS-grad,Never-married,Unmarried,White,Female,35,<=50K
481,33,Private,Assoc-acdm,Married-civ-spouse,Husband,White,Male,45,<=50K
482,43,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,20,<=50K
483,28,State-gov,Bachelors,Never-married,Not-in-family,White,Male,20,<=50K
484,41,Private,HS-grad,Married-spouse-absent,Unmarried,White,Female,40,<=50K
485,52,?,12th,Never-married,Other-relative,Black,Male,40,<=50K
486,25,Private,Some-college,Married-spouse-absent,Own-child,Black,Female,20,<=50K
487,63,?,1st-4th,Married-civ-spouse,Husband,White,Male,35,<=50K
488,59,Local-gov,HS-grad,Married-civ-spouse,Husband,White,Male,45,<=50K
489,45,Local-gov,Bachelors,Divorced,Unmarried,White,Female,40,<=50K
490,38,Private,Bachelors,Married-civ-spouse,Husband,White,Male,60,>50K
491,40,Private,HS-grad,Never-married,Not-in-family,White,Female,35,<=50K
492,46,Federal-gov,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
493,35,Private,Assoc-acdm,Never-married,Not-in-family,White,Female,60,<=50K
494,34,Private,HS-grad,Divorced,Unmarried,White,Female,25,<=50K
495,33,Private,Bachelors,Never-married,Own-child,White,Male,20,<=50K
496,41,Private,HS-grad,Divorced,Unmarried,White,Female,36,<=50K
497,20,Private,Some-college,Never-married,Own-child,White,Male,40,<=50K
498,23,Private,5th-6th,Never-married,Own-child,White,Male,40,<=50K
499,26,Private,Some-college,Never-married,Not-in-family,White,Female,35,<=50K
500,72,?,HS-grad,Married-civ-spouse,Husband,White,Male,20,<=50K
501,23,Local-gov,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
502,62,Local-gov,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
503,52,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
504,58,Private,Some-college,Divorced,Unmarried,White,Female,42,<=50K
505,25,Private,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
506,24,Private,Bachelors,Never-married,Not-in-family,Black,Male,40,<=50K
507,19,Private,Some-college,Never-married,Own-child,White,Male,8,<=50K
508,43,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
509,47,Local-gov,HS-grad,Separated,Unmarried,Black,Female,40,<=50K
510,39,Private,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
511,49,Private,Assoc-voc,Married-spouse-absent,Unmarried,White,Male,42,<=50K
512,53,?,5th-6th,Widowed,Unmarried,Black,Female,30,<=50K
513,32,Private,Assoc-voc,Never-married,Not-in-family,White,Male,45,<=50K
514,34,Private,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
515,28,Private,HS-grad,Divorced,Not-in-family,White,Male,45,<=50K
516,57,?,Assoc-voc,Widowed,Unmarried,White,Female,38,<=50K
517,25,Private,Some-college,Never-married,Not-in-family,Amer-Indian-Eskimo,Female,20,<=50K
518,20,?,Some-college,Never-married,Own-child,White,Male,24,<=50K
519,21,?,Some-college,Never-married,Unmarried,White,Female,35,<=50K
520,34,Private,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
521,38,Self-emp-inc,Bachelors,Married-civ-spouse,Husband,White,Male,80,>50K
522,50,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,>50K
523,24,Local-gov,Some-college,Divorced,Not-in-family,Black,Male,50,<=50K
524,37,Local-gov,Some-college,Married-civ-spouse,Husband,White,Male,45,>50K
525,44,Private,Some-college,Divorced,Unmarried,White,Male,58,>50K
526,28,Private,Some-college,Married-civ-spouse,Wife,White,Female,40,<=50K
527,42,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
528,74,Private,Some-college,Divorced,Not-in-family,White,Female,9,<=50K
529,38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
530,44,Self-emp-not-inc,Masters,Married-civ-spouse,Husband,White,Male,40,<=50K
531,44,Private,11th,Divorced,Unmarried,Other,Female,46,<=50K
532,26,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
533,36,Private,HS-grad,Married-civ-spouse,Husband,Black,Male,40,<=50K
534,41,Private,Assoc-acdm,Married-civ-spouse,Wife,White,Female,50,>50K
535,67,Private,Prof-school,Married-civ-spouse,Husband,White,Male,48,>50K
536,39,Local-gov,12th,Married-civ-spouse,Husband,White,Male,50,<=50K
537,57,Private,1st-4th,Widowed,Not-in-family,Black,Female,30,<=50K
538,29,Private,Assoc-voc,Separated,Not-in-family,White,Male,40,<=50K
539,31,Self-emp-inc,Bachelors,Never-married,Not-in-family,White,Female,45,<=50K
540,34,?,HS-grad,Never-married,Unmarried,Black,Female,40,<=50K
541,44,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
542,29,Private,Doctorate,Never-married,Own-child,White,Male,40,<=50K
543,30,Private,Some-college,Never-married,Unmarried,White,Female,40,<=50K
544,27,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
545,27,Private,Some-college,Married-civ-spouse,Husband,White,Male,50,<=50K
546,32,Private,HS-grad,Never-married,Not-in-family,White,Female,45,<=50K
547,58,Private,10th,Married-civ-spouse,Wife,White,Female,8,<=50K
548,35,Local-gov,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
549,21,Private,HS-grad,Never-married,Own-child,White,Male,36,<=50K
550,28,Private,Some-college,Never-married,Unmarried,White,Male,40,<=50K
551,46,Self-emp-not-inc,Some-college,Divorced,Not-in-family,White,Male,50,<=50K
552,36,Self-emp-not-inc,HS-grad,Separated,Unmarried,White,Female,40,<=50K
553,72,Private,11th,Widowed,Unmarried,White,Female,40,<=50K
554,35,Private,HS-grad,Married-civ-spouse,Wife,Black,Female,40,<=50K
555,33,Federal-gov,Assoc-voc,Divorced,Unmarried,Black,Female,40,>50K
556,69,Private,11th,Never-married,Not-in-family,White,Female,40,<=50K
557,35,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
558,31,Private,HS-grad,Separated,Unmarried,White,Female,20,<=50K
559,34,Private,HS-grad,Married-civ-spouse,Wife,White,Female,32,<=50K
560,30,Private,11th,Married-civ-spouse,Husband,White,Male,40,<=50K
561,28,Private,Bachelors,Never-married,Not-in-family,White,Male,55,<=50K
562,54,Private,Bachelors,Married-civ-spouse,Husband,White,Male,35,>50K
563,47,Private,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
564,24,Private,HS-grad,Never-married,Unmarried,Black,Female,40,<=50K
565,52,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,60,>50K
566,20,Private,HS-grad,Never-married,Own-child,Amer-Indian-Eskimo,Male,48,<=50K
567,43,Self-emp-inc,Masters,Married-civ-spouse,Husband,White,Male,45,<=50K
568,45,Private,7th-8th,Separated,Unmarried,White,Female,40,<=50K
569,29,Self-emp-not-inc,HS-grad,Separated,Not-in-family,White,Male,35,<=50K
570,47,Private,Masters,Divorced,Unmarried,White,Male,42,<=50K
571,24,Private,HS-grad,Never-married,Own-child,White,Male,40,<=50K
572,51,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
573,17,Private,11th,Never-married,Own-child,White,Male,12,<=50K
574,37,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,>50K
575,27,Private,Doctorate,Never-married,Not-in-family,White,Female,70,<=50K
576,29,Private,Bachelors,Married-civ-spouse,Wife,White,Male,40,>50K
577,18,?,12th,Never-married,Own-child,White,Male,25,<=50K
578,36,Self-emp-not-inc,Assoc-acdm,Divorced,Unmarried,White,Female,35,<=50K
579,58,Local-gov,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
580,26,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,45,<=50K
581,65,?,Some-college,Married-civ-spouse,Husband,White,Male,30,>50K
582,57,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
583,59,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
584,27,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
585,31,Self-emp-not-inc,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
586,21,Private,Some-college,Never-married,Own-child,White,Female,24,<=50K
587,29,Private,Some-college,Never-married,Not-in-family,White,Male,60,<=50K
588,18,Private,11th,Never-married,Own-child,White,Male,40,<=50K
589,52,Private,10th,Married-civ-spouse,Husband,White,Male,47,>50K
590,57,Self-emp-inc,Bachelors,Divorced,Not-in-family,White,Male,80,<=50K
591,42,?,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
592,55,?,HS-grad,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,40,<=50K
593,60,Private,7th-8th,Never-married,Not-in-family,White,Male,48,>50K
594,31,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
595,23,Private,Bachelors,Never-married,Own-child,White,Female,40,<=50K
596,27,Private,HS-grad,Never-married,Own-child,White,Male,40,<=50K
597,23,?,Some-college,Never-married,Unmarried,Amer-Indian-Eskimo,Female,25,<=50K
598,42,Self-emp-not-inc,Prof-school,Married-civ-spouse,Husband,White,Male,50,>50K
599,25,Private,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
600,49,Private,Bachelors,Never-married,Not-in-family,White,Female,45,<=50K
601,32,Private,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
602,19,Private,Some-college,Never-married,Own-child,White,Male,28,<=50K
603,60,Private,7th-8th,Divorced,Not-in-family,White,Female,40,<=50K
604,42,Local-gov,9th,Married-civ-spouse,Husband,White,Male,40,<=50K
605,35,Self-emp-not-inc,Assoc-acdm,Never-married,Not-in-family,White,Male,40,<=50K
606,48,Private,HS-grad,Never-married,Unmarried,Black,Female,37,<=50K
607,51,Private,Masters,Married-civ-spouse,Husband,White,Male,40,>50K
608,29,Private,HS-grad,Never-married,Not-in-family,Amer-Indian-Eskimo,Male,40,<=50K
609,36,Local-gov,HS-grad,Separated,Not-in-family,Black,Male,40,<=50K
610,17,Private,10th,Never-married,Own-child,White,Female,21,<=50K
611,52,Private,Masters,Divorced,Not-in-family,White,Female,60,<=50K
612,24,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
613,24,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
614,26,Local-gov,Bachelors,Never-married,Own-child,White,Male,40,<=50K
615,27,Private,Bachelors,Never-married,Own-child,White,Female,20,<=50K
616,39,Private,HS-grad,Never-married,Own-child,White,Male,60,<=50K
617,30,Private,HS-grad,Married-civ-spouse,Husband,Black,Male,45,<=50K
618,50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,32,<=50K
619,52,Self-emp-inc,Bachelors,Married-civ-spouse,Husband,White,Male,55,<=50K
620,46,Private,Prof-school,Married-civ-spouse,Husband,White,Male,45,>50K
621,23,Private,Bachelors,Never-married,Own-child,White,Female,20,<=50K
622,45,Private,11th,Widowed,Not-in-family,Black,Female,20,<=50K
623,65,Private,9th,Widowed,Unmarried,Black,Female,24,<=50K
624,29,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,55,<=50K
625,47,Private,9th,Married-spouse-absent,Unmarried,White,Male,40,<=50K
626,30,Private,HS-grad,Never-married,Own-child,Black,Male,60,<=50K
627,34,Private,HS-grad,Married-civ-spouse,Husband,White,Male,45,>50K
628,38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,64,<=50K
