age,workclass,education,marital-status,relationship,race,gender,hours-per-week,income
52,Self-emp-inc,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
20,Private,Some-college,Never-married,Own-child,White,Male,40,<=50K
28,Private,Some-college,Never-married,Not-in-family,White,Female,40,<=50K
50,State-gov,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
34,Private,Assoc-voc,Divorced,Not-in-family,White,Female,64,<=50K
28,Private,7th-8th,Married-civ-spouse,Husband,Other,Male,40,<=50K
41,Private,Masters,Married-civ-spouse,Husband,White,Male,65,>50K
28,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,25,<=50K
32,Private,Some-college,Married-civ-spouse,Husband,White,Male,50,<=50K
41,Local-gov,Some-college,Divorced,Not-in-family,Black,Female,24,<=50K
24,Private,HS-grad,Never-married,Unmarried,Black,Female,40,<=50K
33,Private,Some-college,Divorced,Unmarried,White,Female,40,<=50K
46,Private,Doctorate,Married-civ-spouse,Husband,White,Male,60,>50K
31,State-gov,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
35,Private,12th,Divorced,Not-in-family,White,Male,50,>50K
52,Private,1st-4th,Married-civ-spouse,Husband,White,Male,40,<=50K
30,Private,11th,Never-married,Own-child,White,Female,19,<=50K
34,Local-gov,11th,Separated,Not-in-family,Black,Male,40,<=50K
34,State-gov,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
20,Private,Some-college,Married-civ-spouse,Husband,White,Male,30,<=50K
17,Private,11th,Never-married,Own-child,White,Male,18,<=50K
32,State-gov,Bachelors,Married-civ-spouse,Wife,White,Female,40,>50K
29,Private,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
33,Private,10th,Never-married,Unmarried,White,Female,35,<=50K
25,Private,HS-grad,Married-civ-spouse,Husband,White,Male,60,<=50K
36,Federal-gov,Masters,Never-married,Not-in-family,White,Male,40,<=50K
23,Private,HS-grad,Never-married,Not-in-family,White,Male,72,<=50K
63,Self-emp-inc,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
47,Local-gov,Masters,Married-civ-spouse,Husband,White,Male,40,<=50K
40,Self-emp-not-inc,Bachelors,Married-spouse-absent,Not-in-family,White,Female,40,<=50K
30,Private,Assoc-acdm,Married-civ-spouse,Wife,White,Female,25,>50K
27,Private,Some-college,Never-married,Own-child,Asian-Pac-Islander,Male,40,<=50K
33,Private,Masters,Married-civ-spouse,Husband,White,Male,50,>50K
34,Local-gov,HS-grad,Never-married,Not-in-family,Black,Male,60,<=50K
34,Local-gov,Some-college,Never-married,Not-in-family,White,Female,40,<=50K
23,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
42,Local-gov,Some-college,Married-civ-spouse,Wife,White,Female,40,<=50K
29,Private,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
45,Private,HS-grad,Divorced,Not-in-family,White,Female,28,<=50K
24,Federal-gov,HS-grad,Never-married,Own-child,White,Male,40,<=50K
44,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
27,Private,9th,Never-married,Other-relative,White,Male,40,<=50K
20,Private,Some-college,Never-married,Not-in-family,White,Male,35,<=50K
44,Private,HS-grad,Widowed,Unmarried,Black,Female,40,<=50K
51,Private,HS-grad,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,40,<=50K
20,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
19,Private,HS-grad,Never-married,Own-child,Black,Female,40,<=50K
45,Self-emp-inc,Some-college,Married-civ-spouse,Husband,White,Male,55,>50K
60,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
42,Private,Assoc-acdm,Married-civ-spouse,Husband,Black,Male,40,>50K
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Wife,White,Female,40,>50K
40,Private,Assoc-voc,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,>50K
30,Private,HS-grad,Married-civ-spouse,Wife,White,Female,40,<=50K
38,Private,Some-college,Married-civ-spouse,Husband,Black,Male,50,<=50K
23,Private,HS-grad,Married-civ-spouse,Husband,White,Male,60,<=50K
44,Private,Assoc-acdm,Never-married,Own-child,White,Male,40,<=50K
54,Local-gov,HS-grad,Married-civ-spouse,Husband,Black,Male,40,<=50K
32,Private,Bachelors,Married-civ-spouse,Husband,White,Male,50,<=50K
50,Private,1st-4th,Married-spouse-absent,Unmarried,White,Male,40,<=50K
24,Private,Bachelors,Never-married,Not-in-family,White,Female,20,<=50K
37,Private,HS-grad,Married-civ-spouse,Wife,White,Female,60,<=50K
52,Private,HS-grad,Divorced,Unmarried,White,Male,40,<=50K
38,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
49,Private,Masters,Married-civ-spouse,Husband,White,Male,45,>50K
30,Private,Bachelors,Married-civ-spouse,Wife,White,Female,16,>50K
60,Private,Some-college,Never-married,Unmarried,White,Male,40,>50K
35,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
30,Private,HS-grad,Never-married,Not-in-family,White,Male,60,<=50K
67,Private,Assoc-voc,Divorced,Not-in-family,White,Female,24,<=50K
46,Private,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
17,Private,9th,Never-married,Not-in-family,White,Male,6,<=50K
22,Private,Some-college,Never-married,Own-child,White,Male,30,<=50K
27,Private,10th,Never-married,Not-in-family,White,Male,40,<=50K
23,Private,HS-grad,Never-married,Unmarried,White,Female,35,<=50K
33,Private,Assoc-acdm,Married-civ-spouse,Husband,White,Male,45,<=50K
43,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,20,<=50K
28,State-gov,Bachelors,Never-married,Not-in-family,White,Male,20,<=50K
41,Private,HS-grad,Married-spouse-absent,Unmarried,White,Female,40,<=50K
25,Private,Some-college,Married-spouse-absent,Own-child,Black,Female,20,<=50K
59,Local-gov,HS-grad,Married-civ-spouse,Husband,White,Male,45,<=50K
45,Local-gov,Bachelors,Divorced,Unmarried,White,Female,40,<=50K
38,Private,Bachelors,Married-civ-spouse,Husband,White,Male,60,>50K
40,Private,HS-grad,Never-married,Not-in-family,White,Female,35,<=50K
46,Federal-gov,HS-grad,Divorced,Not-in-family,White,Male,40,<=50K
35,Private,Assoc-acdm,Never-married,Not-in-family,White,Female,60,<=50K
34,Private,HS-grad,Divorced,Unmarried,White,Female,25,<=50K
33,Private,Bachelors,Never-married,Own-child,White,Male,20,<=50K
41,Private,HS-grad,Divorced,Unmarried,White,Female,36,<=50K
20,Private,Some-college,Never-married,Own-child,White,Male,40,<=50K
23,Private,5th-6th,Never-married,Own-child,White,Male,40,<=50K
26,Private,Some-college,Never-married,Not-in-family,White,Female,35,<=50K
23,Local-gov,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
62,Local-gov,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
52,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
58,Private,Some-college,Divorced,Unmarried,White,Female,42,<=50K
25,Private,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
24,Private,Bachelors,Never-married,Not-in-family,Black,Male,40,<=50K
19,Private,Some-college,Never-married,Own-child,White,Male,8,<=50K
43,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
47,Local-gov,HS-grad,Separated,Unmarried,Black,Female,40,<=50K
39,Private,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
49,Private,Assoc-voc,Married-spouse-absent,Unmarried,White,Male,42,<=50K
32,Private,Assoc-voc,Never-married,Not-in-family,White,Male,45,<=50K
34,Private,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
28,Private,HS-grad,Divorced,Not-in-family,White,Male,45,<=50K
25,Private,Some-college,Never-married,Not-in-family,Amer-Indian-Eskimo,Female,20,<=50K
34,Private,Bachelors,Married-civ-spouse,Husband,White,Male,50,>50K
38,Self-emp-inc,Bachelors,Married-civ-spouse,Husband,White,Male,80,>50K
50,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,>50K
24,Local-gov,Some-college,Divorced,Not-in-family,Black,Male,50,<=50K
37,Local-gov,Some-college,Married-civ-spouse,Husband,White,Male,45,>50K
44,Private,Some-college,Divorced,Unmarried,White,Male,58,>50K
28,Private,Some-college,Married-civ-spouse,Wife,White,Female,40,<=50K
42,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
74,Private,Some-college,Divorced,Not-in-family,White,Female,9,<=50K
38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
44,Self-emp-not-inc,Masters,Married-civ-spouse,Husband,White,Male,40,<=50K
44,Private,11th,Divorced,Unmarried,Other,Female,46,<=50K
26,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
36,Private,HS-grad,Married-civ-spouse,Husband,Black,Male,40,<=50K
41,Private,Assoc-acdm,Married-civ-spouse,Wife,White,Female,50,>50K
67,Private,Prof-school,Married-civ-spouse,Husband,White,Male,48,>50K
39,Local-gov,12th,Married-civ-spouse,Husband,White,Male,50,<=50K
57,Private,1st-4th,Widowed,Not-in-family,Black,Female,30,<=50K
29,Private,Assoc-voc,Separated,Not-in-family,White,Male,40,<=50K
31,Self-emp-inc,Bachelors,Never-married,Not-in-family,White,Female,45,<=50K
44,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
29,Private,Doctorate,Never-married,Own-child,White,Male,40,<=50K
30,Private,Some-college,Never-married,Unmarried,White,Female,40,<=50K
27,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
27,Private,Some-college,Married-civ-spouse,Husband,White,Male,50,<=50K
32,Private,HS-grad,Never-married,Not-in-family,White,Female,45,<=50K
58,Private,10th,Married-civ-spouse,Wife,White,Female,8,<=50K
35,Local-gov,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
21,Private,HS-grad,Never-married,Own-child,White,Male,36,<=50K
28,Private,Some-college,Never-married,Unmarried,White,Male,40,<=50K
46,Self-emp-not-inc,Some-college,Divorced,Not-in-family,White,Male,50,<=50K
36,Self-emp-not-inc,HS-grad,Separated,Unmarried,White,Female,40,<=50K
72,Private,11th,Widowed,Unmarried,White,Female,40,<=50K
35,Private,HS-grad,Married-civ-spouse,Wife,Black,Female,40,<=50K
33,Federal-gov,Assoc-voc,Divorced,Unmarried,Black,Female,40,>50K
69,Private,11th,Never-married,Not-in-family,White,Female,40,<=50K
35,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
31,Private,HS-grad,Separated,Unmarried,White,Female,20,<=50K
34,Private,HS-grad,Married-civ-spouse,Wife,White,Female,32,<=50K
30,Private,11th,Married-civ-spouse,Husband,White,Male,40,<=50K
28,Private,Bachelors,Never-married,Not-in-family,White,Male,55,<=50K
54,Private,Bachelors,Married-civ-spouse,Husband,White,Male,35,>50K
47,Private,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
24,Private,HS-grad,Never-married,Unmarried,Black,Female,40,<=50K
52,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,60,>50K
20,Private,HS-grad,Never-married,Own-child,Amer-Indian-Eskimo,Male,48,<=50K
43,Self-emp-inc,Masters,Married-civ-spouse,Husband,White,Male,45,<=50K
45,Private,7th-8th,Separated,Unmarried,White,Female,40,<=50K
29,Self-emp-not-inc,HS-grad,Separated,Not-in-family,White,Male,35,<=50K
47,Private,Masters,Divorced,Unmarried,White,Male,42,<=50K
24,Private,HS-grad,Never-married,Own-child,White,Male,40,<=50K
51,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
17,Private,11th,Never-married,Own-child,White,Male,12,<=50K
37,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,>50K
27,Private,Doctorate,Never-married,Not-in-family,White,Female,70,<=50K
29,Private,Bachelors,Married-civ-spouse,Wife,White,Male,40,>50K
36,Self-emp-not-inc,Assoc-acdm,Divorced,Unmarried,White,Female,35,<=50K
58,Local-gov,Bachelors,Never-married,Not-in-family,White,Female,40,<=50K
26,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,45,<=50K
57,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
59,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
27,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
31,Self-emp-not-inc,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
21,Private,Some-college,Never-married,Own-child,White,Female,24,<=50K
29,Private,Some-college,Never-married,Not-in-family,White,Male,60,<=50K
18,Private,11th,Never-married,Own-child,White,Male,40,<=50K
52,Private,10th,Married-civ-spouse,Husband,White,Male,47,>50K
57,Self-emp-inc,Bachelors,Divorced,Not-in-family,White,Male,80,<=50K
60,Private,7th-8th,Never-married,Not-in-family,White,Male,48,>50K
31,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
23,Private,Bachelors,Never-married,Own-child,White,Female,40,<=50K
27,Private,HS-grad,Never-married,Own-child,White,Male,40,<=50K
42,Self-emp-not-inc,Prof-school,Married-civ-spouse,Husband,White,Male,50,>50K
25,Private,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
49,Private,Bachelors,Never-married,Not-in-family,White,Female,45,<=50K
32,Private,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
19,Private,Some-college,Never-married,Own-child,White,Male,28,<=50K
60,Private,7th-8th,Divorced,Not-in-family,White,Female,40,<=50K
42,Local-gov,9th,Married-civ-spouse,Husband,White,Male,40,<=50K
35,Self-emp-not-inc,Assoc-acdm,Never-married,Not-in-family,White,Male,40,<=50K
48,Private,HS-grad,Never-married,Unmarried,Black,Female,37,<=50K
51,Private,Masters,Married-civ-spouse,Husband,White,Male,40,>50K
29,Private,HS-grad,Never-married,Not-in-family,Amer-Indian-Eskimo,Male,40,<=50K
36,Local-gov,HS-grad,Separated,Not-in-family,Black,Male,40,<=50K
17,Private,10th,Never-married,Own-child,White,Female,21,<=50K
52,Private,Masters,Divorced,Not-in-family,White,Female,60,<=50K
24,Private,HS-grad,Never-married,Not-in-family,White,Male,40,<=50K
24,Private,HS-grad,Married-civ-spouse,Husband,White,Male,50,<=50K
26,Local-gov,Bachelors,Never-married,Own-child,White,Male,40,<=50K
27,Private,Bachelors,Never-married,Own-child,White,Female,20,<=50K
39,Private,HS-grad,Never-married,Own-child,White,Male,60,<=50K
30,Private,HS-grad,Married-civ-spouse,Husband,Black,Male,45,<=50K
50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,32,<=50K
52,Self-emp-inc,Bachelors,Married-civ-spouse,Husband,White,Male,55,<=50K
46,Private,Prof-school,Married-civ-spouse,Husband,White,Male,45,>50K
23,Private,Bachelors,Never-married,Own-child,White,Female,20,<=50K
45,Private,11th,Widowed,Not-in-family,Black,Female,20,<=50K
65,Private,9th,Widowed,Unmarried,Black,Female,24,<=50K
29,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,55,<=50K
47,Private,9th,Married-spouse-absent,Unmarried,White,Male,40,<=50K
30,Private,HS-grad,Never-married,Own-child,Black,Male,60,<=50K
34,Private,HS-grad,Married-civ-spouse,Husband,White,Male,45,>50K
38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,64,<=50K
33,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,>50K
49,Private,Bachelors,Married-civ-spouse,Husband,White,Male,26,>50K
47,Self-emp-not-inc,Some-college,Never-married,Unmarried,Black,Female,40,<=50K
49,Local-gov,10th,Separated,Unmarried,Black,Female,40,<=50K
43,Private,Some-college,Married-civ-spouse,Husband,White,Male,60,>50K
30,Private,Bachelors,Married-civ-spouse,Wife,Black,Female,40,>50K
58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,60,<=50K
19,Private,HS-grad,Never-married,Own-child,White,Female,14,<=50K
21,Private,Bachelors,Never-married,Not-in-family,White,Male,40,<=50K
33,Private,Bachelors,Married-civ-spouse,Husband,White,Male,60,>50K
47,Self-emp-inc,5th-6th,Married-civ-spouse,Husband,White,Male,50,<=50K
52,Self-emp-not-inc,Doctorate,Married-civ-spouse,Husband,White,Male,60,>50K
26,Private,HS-grad,Divorced,Not-in-family,White,Male,55,<=50K
60,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,<=50K
21,Private,Some-college,Never-married,Own-child,White,Male,40,<=50K
36,Private,Some-college,Married-civ-spouse,Husband,White,Male,50,>50K
31,Private,Some-college,Married-civ-spouse,Husband,White,Male,45,<=50K
50,Self-emp-inc,Doctorate,Separated,Not-in-family,White,Male,40,>50K
31,Local-gov,HS-grad,Divorced,Unmarried,White,Female,40,<=50K
71,Private,HS-grad,Married-civ-spouse,Husband,White,Male,15,<=50K
30,State-gov,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
20,Private,Some-college,Never-married,Own-child,White,Male,20,<=50K
24,Private,HS-grad,Never-married,Other-relative,White,Male,50,<=50K
35,Private,Doctorate,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,>50K
38,State-gov,Some-college,Separated,Not-in-family,White,Female,45,<=50K
27,Private,HS-grad,Never-married,Own-child,White,Female,32,<=50K
29,State-gov,Some-college,Never-married,Unmarried,Asian-Pac-Islander,Female,40,<=50K
34,Private,HS-grad,Married-civ-spouse,Husband,White,Male,45,<=50K
44,Private,7th-8th,Married-civ-spouse,Husband,White,Male,35,<=50K
43,Private,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
44,Self-emp-not-inc,12th,Married-civ-spouse,Husband,Black,Male,40,>50K
35,Private,Masters,Never-married,Not-in-family,White,Male,60,<=50K
27,Private,Some-college,Never-married,Not-in-family,White,Male,40,<=50K
43,Local-gov,Masters,Never-married,Not-in-family,White,Male,38,<=50K
20,Private,Some-college,Never-married,Not-in-family,White,Female,25,<=50K
42,Private,Assoc-acdm,Divorced,Unmarried,White,Female,40,>50K
27,State-gov,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
42,Private,HS-grad,Married-civ-spouse,Husband,Black,Male,40,>50K
24,Private,9th,Never-married,Not-in-family,White,Male,40,<=50K
48,Federal-gov,Some-college,Divorced,Not-in-family,White,Male,40,<=50K
17,Self-emp-not-inc,11th,Never-married,Own-child,White,Male,10,<=50K
33,Private,Bachelors,Married-civ-spouse,Husband,White,Male,40,>50K
50,Self-emp-inc,HS-grad,Married-civ-spouse,Husband,White,Male,50,>50K
22,Private,HS-grad,Never-married,Own-child,White,Female,40,<=50K
17,Private,12th,Never-married,Own-child,White,Male,16,<=50K
32,Private,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
31,Private,HS-grad,Never-married,Not-in-family,White,Male,45,<=50K
58,Self-emp-not-inc,HS-grad,Widowed,Not-in-family,White,Male,50,<=50K
29,Local-gov,HS-grad,Never-married,Own-child,White,Male,48,<=50K
37,Private,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,>50K
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,40,>50K
23,Local-gov,Some-college,Separated,Unmarried,Black,Male,40,<=50K
18,State-gov,11th,Never-married,Own-child,White,Female,5,<=50K
34,Private,HS-grad,Divorced,Not-in-family,White,Female,40,<=50K
45,Local-gov,Bachelors,Married-civ-spouse,Wife,White,Female,55,<=50K
41,Private,Masters,Never-married,Not-in-family,White,Male,35,<=50K
26,Private,HS-grad,Never-married,Other-relative,White,Male,30,<=50K
54,Local-gov,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
24,Private,Some-college,Never-married,Own-child,Black,Female,45,<=50K
42,Private,Some-college,Married-civ-spouse,Husband,White,Male,50,<=50K
20,Private,Some-college,Never-married,Own-child,White,Male,20,<=50K
23,State-gov,Bachelors,Never-married,Not-in-family,White,Female,20,<=50K
35,Private,Masters,Never-married,Not-in-family,White,Male,60,>50K
31,Private,Masters,Married-civ-spouse,Husband,White,Male,40,>50K
30,Private,Bachelors,Never-married,Own-child,White,Female,40,<=50K
19,Private,HS-grad,Never-married,Own-child,White,Female,20,<=50K
36,Local-gov,Bachelors,Never-married,Not-in-family,White,Male,50,<=50K
31,Private,Bachelors,Widowed,Unmarried,White,Female,40,<=50K
21,Private,Some-college,Never-married,Own-child,White,Male,30,<=50K
31,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,40,<=50K
46,Private,Doctorate,Divorced,Unmarried,White,Female,65,>50K
